Language Code	Glottocode	Display Name	Endonym	Medium	Biggest Script	Ethnologue Vitality 2013	Ethnologue Vitality 2025	Eth Digital Support	Adjusted Populaiton	Population	Parent Language	Parent Glottocode	Recommendation	Recommendation Reason
oks	okoe1238	Oko-Eni-Osayen			Latn	Vigorous	2 Stable	Emerging	0	39,300		benu1247	Yes	
bbk	baba1266	Babanki			Latn	Developing	2 Stable	Ascending	0	39,000		cent2275	Yes	
hab	hano1243	Hanoi Sign Language			Zxxx	Vigorous	2 Stable	Emerging	0	39,000		viet1253	Yes	
meu	motu1246	Motu			Latn	Developing	2 Stable	Ascending	0	39,000		west2850	Yes	
wgi	nucl1620	Wahgi			Latn	Developing	2 Stable	Emerging	0	39,000		wahg1249	Yes	
pry	pray1239	Pray 3				Vigorous			0	38,800	prt	book1242	No	ISO considers this a duplicate of prt
kkw	teke1280	Teke-Kukuya			Latn	Vigorous	2 Stable	Emerging	0	38,800		inte1264	Yes	
pmm	pomo1271	Pomo			Latn	Vigorous	2 Stable	Emerging	0	38,700		maka1327	Yes	
rml	balt1257	Baltic Romani			Latn	Developing	2 Stable	Ascending	0	38,470	rom	roma1329	Possibly	But probably want to use macrolanguage
bil	bile1244	Bile			Latn	Threatened	3 Endangered	Still	0	38,000		numa1256	Yes	
bnn	bunu1267	Bunun	Bunun		Latn	Developing	2 Stable	Emerging	0	38,000		aust1307	Yes	
dec	dagi1241	Dagik			Latn	Vigorous	2 Stable	Emerging	0	38,000		ngil1241	Yes	
yit	east2696	Eastern Lalu					3 Endangered	Still	0	38,000		uncl1503	Yes	
lno	lang1322	Lango (Sudan)				Vigorous			0	38,000		lotu1249	Probably not	Split into separate language codes
lbs	liby1235	Libyan Sign Language			Zxxx	Vigorous	2 Stable	Still	0	38,000		arab1398	Yes	
sym	maya1281	Maya Samo			Latn	Vigorous	2 Stable	Emerging	0	38,000		mand1437	Yes	
jle	ngil1242	Ngile			Latn	Vigorous	3 Endangered	Still	0	38,000		ngil1241	Yes	
sep	sici1249	Sìcìté Sénoufo			Latn	Developing	2 Stable	Still	0	38,000		supy1238	Yes	
ywl	west1506	Western Lalu				Threatened	3 Endangered	Still	0	38,000		cent2297	Yes	
chj	ojit1237	Ojitlán Chinantec			Latn	Developing	2 Stable	Ascending	0	37,900		chin1486	Yes	
tny	tong1320	Tongwe			Latn	Vigorous	2 Stable	Emerging	0	37,700		bend1261	Yes	
mql	mbel1240	Mbelime			Latn	Developing	2 Stable	Emerging	0	37,600		dita1239	Yes	
